module_code,module_name,Old ID,question_code,sort,subject_id,module_code,reason,kind,content,REFERENCE,response_1,target_1,response_2,target_2,response_3,target_3,return_node,target_module,return,decision_node,meets_response,boolean,conclusion_1,conclusion_2,examples,asc,faq,help,report_summary,summary,report_content,response_fatal,target_fatal
23,derivative_exceptions_freestanding,,23-94,94,15,23,Freestanding Derivative Scope Exceptions,q,Are benefits or claims paid only if an identifiable insurable event occurs?,,Yes,23-95,No,23-95,,,,,,23-97,No,,,,,,,,,,Are benefits or claims paid only if an identifiable insurable event occurs?,,
23,derivative_exceptions_freestanding,,23-95,95,15,23,Freestanding Derivative Scope Exceptions,q,Is the amount of payment limited to the amount of the policyholder's incurred insured loss?,,Yes,23-96,No,23-96,,,,,,23-97,No,,,,,,,,,,Is the amount of payment limited to the amount of the policyholder's incurred insured loss?,,
23,derivative_exceptions_freestanding,,23-96,96,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract involve essentially assured amounts of cash flows (regardless of the timing of those cash flows) based on insurable events highly probable of occurrence?,,Yes,23-97,No,23-97,,,,,,23-97,Yes,,,,,,,,,,Does the contract involve essentially assured amounts of cash flows (regardless of the timing of those cash flows) based on insurable events highly probable of occurrence?,,
23,derivative_exceptions_freestanding,,23-97,97,15,23,Freestanding Derivative Scope Exceptions,d,Pass - Meets conditions,,Pass,23-98,Fail,23-98,,,,,,23-103,Fail,,The property and casualty element(s) of the contract meet the conditions for exemption from derivative accounting.,The property and casualty element(s) of the contract do not meet the conditions for exemption from derivative accounting.,,,,,,,Pass - Meets conditions,,
23,derivative_exceptions_freestanding,,23-98,98,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a traditional life insurance contract?,,Yes,23-99,No,23-102,,,,,,,,,,,,,,,,,Is the contract a traditional life insurance contract?,,
23,derivative_exceptions_freestanding,,23-99,99,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract include an actuarially determined minimum amount of expected claim payments that are the result of insurable events that are highly probable of occurring under the contract?,,Yes,23-100,No,23-100,,,,,,23-102,No,,,,,,,,,,Does the contract include an actuarially determined minimum amount of expected claim payments that are the result of insurable events that are highly probable of occurring under the contract?,,
23,derivative_exceptions_freestanding,,23-100,100,15,23,Freestanding Derivative Scope Exceptions,q,Are the minimum payment cash flows indexed to or altered by changes in a variable?,,Yes,23-101,No,23-101,,,,,,23-102,No,,,,,,,,,,Are the minimum payment cash flows indexed to or altered by changes in a variable?,,
23,derivative_exceptions_freestanding,,23-101,101,15,23,Freestanding Derivative Scope Exceptions,q,Are the minimum payment amounts expected to be paid each policy year (or on another predictable basis)?,,Yes,23-103,No,23-103,,,,,,23-102,No,,,,,,,,,,Are the minimum payment amounts expected to be paid each policy year (or on another predictable basis)?,,
23,derivative_exceptions_freestanding,,23-102,102,15,23,Freestanding Derivative Scope Exceptions,d,Pass - Meets conditions,,Pass,23-103,Fail,23-103,,,,,,23-103,Fail,,The actualrially determined minimum amount payable under the contract meets the conditions for exemption from derivative accounting.,The actualrially determined minimum amount payable under the contract does not meet the conditions for exemption from derivative accounting.,,,,,,,Pass - Meets conditions,,
23,derivative_exceptions_freestanding,,23-103,103,15,23,Freestanding Derivative Scope Exceptions,d,Pass - meets insurance contract exception,,Pass,,Fail,,,,,,,,,,The contract meets the conditions required for the insurance contract exemption.,The contract does not meet the conditions required for the insurance contract exemption.,,,,,,,Pass - meets insurance contract exception,,
23,derivative_exceptions_freestanding,,23-104,104,15,23,Freestanding Derivative Scope Exceptions,i,Financial gurantee contract info node,,Continue,23-105,,,,,,,,,,,,,,,,,,,Financial gurantee contract info node,,
23,derivative_exceptions_freestanding,,23-105,105,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a financial guarantee contract?,,Yes,23-106,No,23-113,,,,,,,,,,,,,,,,,Is the contract a financial guarantee contract?,,
23,derivative_exceptions_freestanding,,23-106,106,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract provide for payments to be made solely to reimburse the guaranteed party for failure of the debtor to satisfy its required payment obligations under a non-derivative contract?,,Yes,23-107,No,23-107,,,,,,23-111,No,,,,,,,,,,Does the contract provide for payments to be made solely to reimburse the guaranteed party for failure of the debtor to satisfy its required payment obligations under a non-derivative contract?,,
23,derivative_exceptions_freestanding,,23-107,107,15,23,Freestanding Derivative Scope Exceptions,q,Are the payments to be made at pre-specified payment dates?,,Yes,23-108,No,23-108,,,,,,23-111,No,,,,,,,,,,Are the payments to be made at pre-specified payment dates?,,
23,derivative_exceptions_freestanding,,23-108,108,15,23,Freestanding Derivative Scope Exceptions,q,Are the payments to be made accelerated payment dates as a result of either the occurrence of an event of default (as defined in the financial obligation covered by the guarantee contract) or notice of acceleration being made to the debtor by the creditor?,,Yes,23-109,No,23-109,,,,,,23-111,No,,,,,,,,,,Are the payments to be made accelerated payment dates as a result of either the occurrence of an event of default (as defined in the financial obligation covered by the guarantee contract) or notice of acceleration being made to the debtor by the creditor?,,
23,derivative_exceptions_freestanding,,23-109,109,15,23,Freestanding Derivative Scope Exceptions,q,Are payments under the contract to be made made only if the debtor’s obligation to make payments as a result of conditions as described in (a) is past due?,,Yes,23-110,No,23-110,,,,,,23-111,No,,,,,,,,,,Are payments under the contract to be made made only if the debtor’s obligation to make payments as a result of conditions as described in (a) is past due?,,
23,derivative_exceptions_freestanding,,23-110,110,15,23,Freestanding Derivative Scope Exceptions,q,Is the guaranteed party| as a precondition in the contract (or in the back­-to­-back arrangement| if applicable) for receiving payment of any claim under the guarantee| exposed to the risk of nonpayment both at inception of the financial guarantee contract and throughout its term either through direct legal ownership of the guaranteed obligation or through a back­-to­-back arrangement with another party that is required by the back-­to­-back arrangement to maintain direct ownership of the guaranteed obligation?,,Yes,23-111,No,23-111,,,,,,23-111,No,,,,,,,,,,Is the guaranteed party| as a precondition in the contract (or in the back­-to­-back arrangement| if applicable) for receiving payment of any claim under the guarantee| exposed to the risk of nonpayment both at inception of the financial guarantee contract and throughout its term either through direct legal ownership of the guaranteed obligation or through a back­-to­-back arrangement with another party that is required by the back-­to­-back arrangement to maintain direct ownership of the guaranteed obligation?,,
23,derivative_exceptions_freestanding,,23-111,111,15,23,Freestanding Derivative Scope Exceptions,d,Pass - meets financial guarantee  exception,,Pass,,Fail,,,,,,,,,,The contract is a financial guarantee contract that meets the definition of a derivative and meets the conditions required for the financial guarantee exemption,The contract is a financial guarantee contract that meets the definition of a derivative but does not meet the conditions required for the financial guarantee exemption.,,,,,,,Pass - meets financial guarantee  exception,,
23,derivative_exceptions_freestanding,,23-112,112,15,23,Freestanding Derivative Scope Exceptions,i,Certain contracts not traded on an exchange info node,,Continue,23-114,,,,,,,,,,,,,,,,,,,Certain contracts not traded on an exchange info node,,
23,derivative_exceptions_freestanding,,23-113,113,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract exchange-traded?,,Yes,23-114,No,23-125,,,,,,,,,,,,,,,,,Is the contract exchange-traded?,,
23,derivative_exceptions_freestanding,,23-114,114,15,23,Freestanding Derivative Scope Exceptions,q,Is the underlying a climatic or geological variable or other physical variable?,,Yes,,No,23-115,,,,,,,,,,,,,,,,,Is the underlying a climatic or geological variable or other physical variable?,,
23,derivative_exceptions_freestanding,,23-115,115,15,23,Freestanding Derivative Scope Exceptions,q,Is the underlying the price or value of a non-financial asset of one of the parties?,,Yes,23-116,No,23-120,,,,,,,,,,,,,,,,,Is the underlying the price or value of a non-financial asset of one of the parties?,,
